                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "r26.4.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260504"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                      45                                      658                  1.8281309940044158E-001                 -1.5160251739045081E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.2680103666598800E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.2680103666598800E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2967169885752199E+000                  5.0499027125628507E-007                 -6.2967169885752199E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2967169885752199E+000                  5.0499027125628507E-007                 -6.2967169885756409E+000                 -1.8309438040942442E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946665506628893E+000                  1.0819185998079592E+000                  6.7427935944269790E-001                  3.3905389040817182E+000                  0.0000000000000000E+000                  1.3870181392611263E+001                 -7.7315785394959047E-001                  6.5164907572523525E+000                  6.2124534454265290E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860789E-003                  9.3805276451495410E-003                  3.4468833607860798E-003                  9.3805276451495393E-003                  1.3999999999999997E+000                  5.5994040472949769E-001                                        0                                        2 
                                      50                                      658                  4.5497190750010669E-001                 -1.1201189436663841E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.3522401969153608E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.3522401969153608E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2967157819159914E+000                  5.0499167434115714E-007                 -6.2967157819159914E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.2967157819159914E+000                  5.0499167434115714E-007                 -6.2967157819164132E+000                 -1.8309433980339453E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946665607827236E+000                  1.0819184392571344E+000                  6.7427925892761686E-001                  3.3905391051118805E+000                  0.0000000000000000E+000                  1.3870181939064032E+001                 -7.7315744564249478E-001                  6.5164908952773430E+000                  6.2124534447330815E-001                  8.5000496627254207E-001                  1.2966429887659310E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860798E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  1.4000000000000004E+000                  5.5994040472949780E-001                                        0                                        2 
                                      55                                      658                  1.1321901128706655E+000                 -7.2421271342826010E-001                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.8166670775244212E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.8166670775244212E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2967126345149902E+000                  5.0499533410918757E-007                 -6.2967126345149902E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -6.2967126345149902E+000                  5.0499533410918757E-007                 -6.2967126345154121E+000                 -1.8309423759429837E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946665840566104E+000                  1.0819179394221157E+000                  6.7427896246233465E-001                  3.3905396980424447E+000                  0.0000000000000000E+000                  1.3870183184198378E+001                 -7.7315649871202152E-001                  6.5164911935795455E+000                  6.2124534432982703E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607860789E-003                  9.3805276451495410E-003                  3.4468833607860798E-003                  9.3805276451495393E-003                  1.3999999999999997E+000                  5.5994040472949769E-001                                        0                                        2 
                                      60                                      658                  2.8173257176583335E+000                 -3.2830648319013606E-001                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9990858040567494E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9990858040567494E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2967047790162729E+000                  5.0500446852429565E-007                 -6.2967047790162729E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2967047790162729E+000                  5.0500446852429565E-007                 -6.2967047790166948E+000                 -1.8309398377472839E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946666256156782E+000                  1.0819165590028876E+000                  6.7427818913458526E-001                  3.3905412446979439E+000                  0.0000000000000000E+000                  1.3870186245738333E+001                 -7.7315416459436836E-001                  6.5164919213743167E+000                  6.2124534398212250E-001                  8.5000496627254207E-001                  1.2966429887659310E+000                  6.9999999999999996E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860807E-003                  9.3805276451495393E-003                  1.4000000000000001E+000                  5.5994040472949780E-001                                        0                                        2 
                                      65                                      658                  7.0104823457635828E+000                  6.7599747047987935E-002                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9741610720676598E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9741610720676598E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2966852379466784E+000                  5.0502719169921976E-007                 -6.2966852379466784E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2966852379466784E+000                  5.0502719169921976E-007                 -6.2966852379471003E+000                 -1.8309335242626961E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946667280661853E+000                  1.0819131187741722E+000                  6.7427626411921227E-001                  3.3905450947286897E+000                  0.0000000000000000E+000                  1.3870193865834736E+001                 -7.7314835535927984E-001                  6.5164937331553752E+000                  6.2124534311641055E-001                  8.5000496627254207E-001                  1.2966429887659312E+000                  6.9999999999999951E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860798E-003                  9.3805276451495393E-003                  1.3999999999999997E+000                  5.5994040472949769E-001                                        0                                        2 
                                      70                                      658                  1.7444397846610435E+001                  4.6350597728611193E-001                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9735325877229110E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9735325877229110E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2966366153402564E+000                  5.0508373654160443E-007                 -6.2966366153402564E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2966366153402564E+000                  5.0508373654160443E-007                 -6.2966366153406783E+000                 -1.8309178151726751E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946669830093675E+000                  1.0819045588273413E+000                  6.7427147425943190E-001                  3.3905546744482504E+000                  0.0000000000000000E+000                  1.3870212826951162E+001                 -7.7313390022763839E-001                  6.5164982414284784E+000                  6.2124534096225470E-001                  8.5000496627254163E-001                  1.2966429887659321E+000                  6.9999999999999840E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495376E-003                  3.4468833607860798E-003                  9.3805276451495393E-003                  1.4000000000000001E+000                  5.5994040472949780E-001                                        0                                        2 
                                      75                                      658                  4.3407318465677669E+001                  8.5941220752423608E-001                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9743906506835555E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9743906506835555E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2965156342993760E+000                  5.0522445688362258E-007                 -6.2965156342993760E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2965156342993760E+000                  5.0522445688362258E-007                 -6.2965156342997979E+000                 -1.8308787287514580E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946676173309481E+000                  1.0818832600710229E+000                  6.7425955623811185E-001                  3.3905785104908905E+000                  0.0000000000000000E+000                  1.3870260005709810E+001                 -7.7309793297211415E-001                  6.5165094586301784E+000                  6.2124533560255812E-001                  8.5000496627254063E-001                  1.2966429887659354E+000                  6.9999999999999596E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495376E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999997E+000                  5.5994040472949780E-001                                        0                                        2 
                                      80                                      658                  1.0801137310051504E+002                  1.2553184377623601E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9766152062330476E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9766152062330476E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2962146414678335E+000                  5.0557472992398694E-007                 -6.2962146414678344E+000                 -9.8999999999999986E+001                 -2.1674159687806643E+001                 -6.2962146414678335E+000                  5.0557472992398694E-007                 -6.2962146414682572E+000                 -1.8307814865251540E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946691953606119E+000                  1.0818302689261856E+000                  6.7422990460636623E-001                  3.3906378137543816E+000                  0.0000000000000000E+000                  1.3870377385582909E+001                 -7.7300844574154393E-001                  6.5165373654807057E+000                  6.2124532226924034E-001                  8.5000496627253863E-001                  1.2966429887659425E+000                  6.9999999999998963E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495376E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999992E+000                  5.5994040472949780E-001                                        0                                        2 
                                      85                                      658                  2.6876693432947360E+002                  1.6512246680004841E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9822113537112010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9822113537112010E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2954659640692832E+000                  5.0644703854040140E-007                 -6.2954659640692832E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2954659640692832E+000                  5.0644703854040140E-007                 -6.2954659640697077E+000                 -1.8305396237483880E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946731197377973E+000                  1.0816984531642200E+000                  6.7415614797101264E-001                  3.3907853270250889E+000                  0.0000000000000000E+000                  1.3870669365369336E+001                 -7.7278583980857385E-001                  6.5166067748621783E+000                  6.2124528911223209E-001                  8.5000496627253330E-001                  1.2966429887659603E+000                  6.9999999999997387E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495376E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999968E+000                  5.5994040472949780E-001                                        0                                        2 
                                      90                                      658                  6.6877821244671566E+002                  2.0471308982386081E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9964901666502922E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999701399978E-001                  1.9964901666502922E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2936048022613500E+000                  5.0862206612815152E-007                 -6.2936048022613500E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2936048022613500E+000                  5.0862206612815152E-007                 -6.2936048022617781E+000                 -1.8299384525531600E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6946828708990620E+000                  1.0813707205114169E+000                  6.7397277932208077E-001                  3.3911520643229527E+000                  0.0000000000000000E+000                  1.3871395292747794E+001                 -7.7223233917533241E-001                  6.5167792910853448E+000                  6.2124520673392203E-001                  8.5000496627252020E-001                  1.2966429887660040E+000                  6.9999999999993445E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999915E+000                  5.5994040472949780E-001                                        0                                        2 
                                      95                                      659                  1.6641342760114112E+003                  2.4430371284767323E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999717024979E-001                  2.0235459183743192E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999717024979E-001                  2.0235459183743192E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2889842923293839E+000                  5.1406224397702955E-007                 -6.2889842923293839E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.2889842923293839E+000                  5.1406224397702955E-007                 -6.2889842923298236E+000                 -1.8284465235267824E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6947410235557929E+000                  1.0806926026357377E+000                  6.7351741507078056E-001                  3.3920627928255529E+000                  0.0000000000000000E+000                  1.3873198022980199E+001                 -7.7085751084332788E-001                  6.5172074216213796E+000                  6.2124500248824643E-001                  8.5000496627248701E-001                  1.2966429887661151E+000                  6.9999999999983564E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999759E+000                  5.5994040472949769E-001                                        0                                        2 
                                     100                                      659                  4.1408986761007136E+003                  2.8389433587148560E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999717024979E-001                  2.0396970308207758E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999717024979E-001                  2.0396970308207758E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2775529025769998E+000                  5.2777291343003180E-007                 -6.2775529025769998E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.2775529025769998E+000                  5.2777291343003180E-007                 -6.2775529025774652E+000                 -1.8247595233834851E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6948020211510024E+000                  1.0786824233205483E+000                  6.7239033022276640E-001                  3.3943169625215814E+000                  0.0000000000000000E+000                  1.3877661970534808E+001                 -7.6745142797221921E-001                  6.5182658898597650E+000                  6.2124449865201825E-001                  8.5000496627240363E-001                  1.2966429887663955E+000                  6.9999999999958518E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999999393E+000                  5.5994040472949769E-001                                        0                                        2 
                                     105                                      659                  1.0303881068130926E+004                  3.2348495889529802E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732649980E-001                  2.1677456355248079E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999732649980E-001                  2.1677456355248079E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.2495216525416852E+000                  5.6296104924701831E-007                 -6.2495216525416852E+000                 -9.8999999999999986E+001                 -2.1975189683470624E+001                 -6.2495216525416852E+000                  5.6296104924701831E-007                 -6.2495216525422226E+000                 -1.8157421486191168E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6949508586432178E+000                  1.0737432380725669E+000                  6.6962306261434557E-001                  3.3998514977384233E+000                  0.0000000000000000E+000                  1.3888630633017740E+001                 -7.5907101536107457E-001                  6.5208558651784161E+000                  6.2124327267121404E-001                  8.5000496627218602E-001                  1.2966429887671280E+000                  6.9999999999893203E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860781E-003                  9.3805276451495393E-003                  1.3999999999998431E+000                  5.5994040472949769E-001                                        0                                        2 
                                     110                                      662                  2.5639353413867542E+004                  3.6307558191911045E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732649980E-001                  2.6817773553028487E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999732649980E-001                  2.6817773553028487E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.1821828565913837E+000                  6.5738099350336164E-007                 -6.1821828565913837E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.1821828565913837E+000                  6.5738099350336164E-007                 -6.1821828565921386E+000                 -1.7942024784445948E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6953498650665737E+000                  1.0620038559005813E+000                  6.6295535868164068E-001                  3.4131869056038329E+000                  0.0000000000000000E+000                  1.3915105312770745E+001                 -7.3877530779133860E-001                  6.5270404854304926E+000                  6.2124038406463011E-001                  8.5000496627157962E-001                  1.2966429887691671E+000                  6.9999999999711304E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999995745E+000                  5.5994040472949780E-001                                        0                                        3 
                                     115                                      662                  6.3798915961210878E+004                  4.0266620494292287E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999763899983E-001                  4.1826949022860604E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999763899983E-001                  4.1826949022860604E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.0279769591678019E+000                  9.3761174916950366E-007                 -6.0279769591678010E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.0279769591678019E+000                  9.3761174916950366E-007                 -6.0279769591694246E+000                 -1.7455421277769279E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6961460559024299E+000                  1.0344341169149871E+000                  6.4757810751713041E-001                  3.4439414079328534E+000                  0.0000000000000000E+000                  1.3976464230226640E+001                 -6.9133776691053261E-001                  6.5409835348348215E+000                  6.2123406582219132E-001                  8.5000496626961730E-001                  1.2966429887757647E+000                  6.9999999999122653E-001                  2.7997020236474890E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999986856E+000                  5.5994040472949780E-001                                        0                                        3 
                                     120                                      666                  1.5875211863901626E+005                  4.4225682796673524E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999795149985E-001                  8.2244812529801092E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999795149985E-001                  8.2244812529801092E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.7081259835074833E+000                  1.9582765190806117E-006                 -5.7081259835074833E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.7081259835074833E+000                  1.9582765190806117E-006                 -5.7081259835149218E+000                 -1.6474456471902723E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6978150859088399E+000                  9.7636119362313034E-001                  6.1520358585838231E-001                  3.5086904512503496E+000                  0.0000000000000000E+000                  1.4107623707203203E+001                 -5.8827352805850774E-001                  6.5691592222896098E+000                  6.2122195751547182E-001                  8.5000496626105504E-001                  1.2966429888045570E+000                  6.9999999996553874E-001                  2.7997020236474895E-001                  3.4468833607860776E-003                  9.3805276451495410E-003                  3.4468833607860789E-003                  9.3805276451495393E-003                  1.3999999999945945E+000                  5.5994040472949780E-001                                        0                                        4 
                                     125                                      671                  3.9502607192625280E+005                  4.8184745099054762E+000                  2.0000000000000000E+000                  3.3599535906024649E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999865462497E-001                  1.7904722676029949E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999865462497E-001                  1.7904722676029949E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -5.1466370850839605E+000                  7.1344896935881109E-006                 -5.1466370850839605E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.1466370850839605E+000                  7.1344896935881109E-006                 -5.1466370851753211E+000                 -1.4823662924938580E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7006735317407919E+000                  8.7186929427912430E-001                  5.5724074452247574E-001                  3.6246161339221628E+000                  0.0000000000000000E+000                  1.4354167841341393E+001                 -3.8981463020846235E-001                  6.6174797179793394E+000                  6.2120316818553545E-001                  8.5000496620061095E-001                  1.2966429890078039E+000                  6.9999999978420668E-001                  2.7997020236474890E-001                  3.4468833607860759E-003                  9.3805276451495376E-003                  3.4468833607860776E-003                  9.3805276451495393E-003                  1.3999999999625363E+000                  5.5994040472949780E-001                                        0                                        4 
